Currency_Code,Currency_Description," Number of FCEs
 ",National_Average_Unit_Cost,Total Costs,No. Data Submissions,
CA31Z,"Simple or Cortical, Mastoid Procedures",311,4631.00,1440146.00,84,"£40,240.43"
CA32A,"Tympanoplasty, 19 years and over",934,3156.00,2947571.00,100,"£228,418.55"
CA32B,"Tympanoplasty, 18 years and under",482,3392.00,1634952.00,91,"£508,316.90"
CA33Z,Pinnaplasty,94,3387.00,318367.00,37,"£63,458.83"
CA34A,"Excision or Biopsy, of Lesion of External Ear, 19 years and over",265,1256.00,332720.00,84,"£40,951.65"
CA34B,"Excision or Biopsy, of Lesion of External Ear, 18 years and under",35,1685.00,58981.00,24,"£65,596.17"
CA35A,"Insertion of Grommets, 19 years and over",243,1215.00,295287.00,71,£527.80
CA35B,"Insertion of Grommets, between 2 and 18 years",546,1211.00,661230.00,81,£260.08
CA35C,"Insertion of Grommets, 1 year and under",28,1655.00,46334.00,20,"£21,016.19"
CA36A,"Clearance of External Auditory Canal, 19 years and over",30,818.00,24545.00,19,"£82,664.70"
CA36B,"Clearance of External Auditory Canal, 18 years and under",85,680.00,57834.00,32,"£663,731.71"
CA37C,"Audiometry or Hearing Assessment, 4 years and under",6,509.00,3057.00,2,"£137,640.72"
CA38A,"Evoked Potential Recording, 19 years and over",4,1559.00,6236.00,4,"£7,187,938.62"
CA38B,"Evoked Potential Recording, 18 years and under",98,1674.00,164012.00,25,"£12,156,215.86"
CA39Z,Fixture for Bone Anchored Hearing Aids,131,3208.00,420247.00,36,"£3,113,170.71"
CA40Z,Fitting of Bone Anchored Hearing Aids,20,3315.00,66300.00,16,"£3,889,611.43"
CA41Z,Bilateral Cochlear Implants,290,21864.00,6340620.00,16,"£1,394,384.13"
CA42Z,Unilateral Cochlear Implant,578,15305.00,8846184.00,16,"£1,919,563.47"
CA50Z,Complex Ear Procedures,710,5224.00,3709054.00,93,"£731,402.26"
CA51A,"Very Major Ear Procedures, 19 years and over",732,4372.00,3200220.00,95,"£402,750.64"
CA51B,"Very Major Ear Procedures, 18 years and under",341,5102.00,1739799.00,81,"£211,457.92"
CA52A,"Major Ear Procedures, 19 years and over",533,3443.00,1835349.00,88,"£235,212.58"
CA52B,"Major Ear Procedures, 18 years and under",132,5606.00,740009.00,34,"£251,422.20"
CA53A,"Intermediate Ear Procedures, 19 years and over",214,2530.00,541372.00,69,"£127,248.73"
CA53B,"Intermediate Ear Procedures, 18 years and under",125,2432.00,303969.00,46,"£84,658.34"
CA54A,"Minor Ear Procedures, 19 years and over",62,2715.00,168318.00,33,"£8,612,440.69"
CA54B,"Minor Ear Procedures, 18 years and under",22,1606.00,35328.00,17,"£8,081,138.72"
CA55A,"Minimal Ear Procedures, 19 years and over",165,1601.00,264153.00,61,"£18,330,153.93"
CA55B,"Minimal Ear Procedures, 18 years and under",142,1255.00,178261.00,46,"£2,469,100.74"
CA60C,"Tonsillectomy, 4 years and over","6,858",1913.00,13120295.00,118,"£656,105.35"
CA60D,"Tonsillectomy, 3 years and under",633,1835.00,1161706.00,89,"£551,501.46"
CA61Z,Adenotonsillectomy,"9,282",1981.00,18387208.00,112,"£96,638.68"
CA62Z,Adenoidectomy,"1,273",1644.00,2092888.00,104,"£3,210,075.92"
CA63Z,Tracheostomy,119,3978.00,473405.00,55,"£177,230.00"
CA64Z,Uvulopalatoplasty or Uvulopalatopharyngoplasty,163,2568.00,418523.00,43,"£1,840,695.76"
CA65Z,Frenotomy or Frenectomy,94,1169.00,109933.00,36,"£1,219,720.20"
CA66A,"Excision or Biopsy, of Lesion of Mouth, 19 years and over","1,958",1638.00,3207078.00,101,"£1,722,835.32"
CA66B,"Excision or Biopsy, of Lesion of Mouth, 18 years and under",82,1737.00,142466.00,35,"£1,225,311.88"
CA67A,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 2+",881,2667.00,2349781.00,101,"£2,984,356.40"
CA67B,"Complex Therapeutic Endoscopic, Larynx or Pharynx Procedures, with CC Score 0-1",504,2312.00,1165172.00,86,"£970,550.10"
CA68A,"Therapeutic Endoscopic, Larynx or Pharynx Procedures, 19 years and over",875,2351.00,2056795.00,99,"£586,123.80"
CA68B,"Therapeutic Endoscopic, Larynx or Pharynx Procedures, 18 years and under",608,2350.00,1428695.00,32,"£1,986,209.45"
CA69A,"Diagnostic, Laryngoscopy or Pharyngoscopy, 19 years and over","1,494",1570.00,2345966.00,111,"£430,294.38"
CA69B,"Diagnostic, Laryngoscopy or Pharyngoscopy, between 2 and 18 years",388,1606.00,623127.00,35,"£32,431.36"
CA69C,"Diagnostic, Laryngoscopy or Pharyngoscopy, 1 year and under",319,1693.00,539928.00,27,"£9,720,631.60"
CA70Z,Diagnostic Examination of Upper Respiratory Tract and Upper Gastrointestinal Tract,897,1685.00,1511417.00,99,"£7,587,378.18"
CA71A,"Diagnostic Nasopharyngoscopy, 19 years and over",144,1603.00,230826.00,64,"£3,578,233.10"
CA71B,"Diagnostic Nasopharyngoscopy, 18 years and under",9,1449.00,13041.00,8,"£948,960.21"
CA80A,"Very Complex, Mouth or Throat Procedures, with CC Score 5+",652,21051.00,13725065.00,56,"£530,717.56"
CA80B,"Very Complex, Mouth or Throat Procedures, with CC Score 2-4",507,13863.00,7028369.00,55,"£890,304.93"
CA80C,"Very Complex, Mouth or Throat Procedures, with CC Score 0-1",269,10500.00,2824633.00,47,"£1,269,334.99"
CA81A,"Complex, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",220,7402.00,1628482.00,57,"£1,067,849.45"
CA81B,"Complex, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",111,4938.00,548074.00,38,"£902,420.98"
CA81C,"Complex, Mouth or Throat Procedures, between 2 and 18 years",242,4837.00,1170618.00,20,"£1,854,351.48"
CA81D,"Complex, Mouth or Throat Procedures, 1 year and under",268,6774.00,1815328.00,15,"£3,787,492.55"
CA82A,"Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",266,4476.00,1190520.00,65,"£2,168,814.39"
CA82B,"Very Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",263,3869.00,1017426.00,65,"£2,941,422.37"
CA82C,"Very Major, Mouth or Throat Procedures, between 2 and 18 years",404,5683.00,2296080.00,21,"£1,103,004.80"
CA82D,"Very Major, Mouth or Throat Procedures, 1 year and under",938,5765.00,5407230.00,18,"£1,153,097.17"
CA83A,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",821,3659.00,3003761.00,102,"£604,893.93"
CA83B,"Major, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",842,3267.00,2750873.00,104,"£498,425.70"
CA83C,"Major, Mouth or Throat Procedures, 18 years and under",284,3330.00,945725.00,66,"£766,401.69"
CA84A,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 2+",429,2798.00,1200505.00,84,"£176,594.93"
CA84B,"Intermediate, Mouth or Throat Procedures, 19 years and over, with CC Score 0-1",197,2400.00,472790.00,62,"£33,607.05"
CA84C,"Intermediate, Mouth or Throat Procedures, 18 years and under",149,2937.00,437578.00,45,"£236,535.82"
CA85A,"Minor, Mouth or Throat Procedures, 19 years and over",294,1767.00,519403.00,82,"£216,804.71"
CA85B,"Minor, Mouth or Throat Procedures, between 2 and 18 years",86,1732.00,148958.00,35,"£89,420.31"
CA85C,"Minor, Mouth or Throat Procedures, 1 year and under",10,1817.00,18170.00,5,"£5,200,404.45"
CA86A,"Minimal, Mouth or Throat Procedures, 19 years and over",84,1779.00,149476.00,40,"£3,124,085.11"
CA86B,"Minimal, Mouth or Throat Procedures, between 2 and 18 years",78,1755.00,136852.00,34,"£2,571,936.12"
CA86C,"Minimal, Mouth or Throat Procedures, 1 year and under",22,1019.00,22427.00,15,"£3,656,061.83"
CA90Z,Very Complex Maxillofacial Procedures,384,21678.00,8324220.00,47,"£3,213,907.13"
CA91A,Complex Maxillofacial Procedures with CC Score 1+,457,10000.00,4570117.00,61,"£2,410,843.09"
CA91B,Complex Maxillofacial Procedures with CC Score 0,542,6556.00,3553253.00,59,"£4,524,904.69"
CA92A,Very Major Maxillofacial Procedures with CC Score 1+,610,7476.00,4560119.00,69,"£1,638,497.92"
CA92B,Very Major Maxillofacial Procedures with CC Score 0,512,6073.00,3109252.00,70,"£3,531,066.50"
CA93A,"Major Maxillofacial Procedures, 19 years and over, with CC Score 1+",521,5133.00,2674225.00,66,"£1,364,970.35"
CA93B,"Major Maxillofacial Procedures, 19 years and over, with CC Score 0",850,5130.00,4360260.00,65,"£1,960,575.66"
CA93C,"Major Maxillofacial Procedures, 18 years and under",261,4526.00,1181298.00,57,"£1,605,790.68"
CA94Z,Intermediate Maxillofacial Procedures,818,4137.00,3384335.00,80,"£354,806.47"
CA95Z,Minor Maxillofacial Procedures,607,2186.00,1326660.00,71,"£1,502,575.72"
CA96Z,"Reduction or Fixation, of Jaw",614,3497.00,2147301.00,62,"£1,612,530.04"
CA97Z,"Reduction or Fixation, of Cheekbone",676,2845.00,1923476.00,58,"£3,014,097.31"
CA98Z,Reduction of Fracture of Nasal Bone,249,1031.00,256784.00,62,"£825,622.08"
CB01A,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 9+",148,11938.00,1766770.00,54,"£1,998,824.11"
CB01B,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5-8",281,6277.00,1763905.00,68,"£5,579,433.45"
CB01C,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0-4",509,5007.00,2548569.00,84,"£1,287,975.21"
CB01D,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 9+",229,4646.00,1063868.00,52,"£2,500,030.04"
CB01E,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5-8",622,3146.00,1956593.00,68,"£1,576,727.08"
CB01F,"Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0-4","2,016",1732.00,3491847.00,74,"£729,761.72"
CB02A,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 5+",459,4485.00,2058407.00,86,"£1,007,591.91"
CB02B,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 1-4",963,2552.00,2457559.00,117,"£473,357.70"
CB02C,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, with Interventions, with CC Score 0",484,2237.00,1082786.00,89,"£1,728,928.35"
CB02D,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 5+",481,2012.00,967650.00,97,"£235,173.95"
CB02E,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 1-4",936,1144.00,1070677.00,114,"£734,062.00"
CB02F,"Non-Malignant, Ear, Nose, Mouth, Throat or Neck Disorders, without Interventions, with CC Score 0",520,916.00,476191.00,82,"£141,215.80"
CD01A,"Major Dental Procedures, 19 years and over",752,1844.00,1387036.00,87,"£46,730.58"
CD01B,"Major Dental Procedures, 18 years and under",110,3892.00,428066.00,28,"£15,641.32"
CD02A,"Intermediate Dental Procedures, 19 years and over",235,2395.00,562814.00,59,"£1,904,562.96"
CD02B,"Intermediate Dental Procedures, 18 years and under",38,2904.00,110338.00,28,"£268,037.65"
CD03A,"Minor Dental Procedures, 19 years and over",52,1214.00,63147.00,19,"£726,490.74"
CD03B,"Minor Dental Procedures, 18 years and under",12,1576.00,18914.00,10,"£281,384.67"
CD04A,"Major Surgical Removal of Tooth, 19 years and over","1,067",1785.00,1904319.00,88,"£2,129,047.37"
CD04B,"Major Surgical Removal of Tooth, 18 years and under",211,1685.00,355625.00,59,"£1,252,478.15"
CD05A,"Surgical Removal of Tooth, 19 years and over",541,1295.00,700640.00,79,"£106,919.39"
CD05B,"Surgical Removal of Tooth, 18 years and under",330,1397.00,460850.00,66,"£43,146.71"
CD06A,"Extraction of Multiple Teeth, 19 years and over","1,320",1899.00,2506066.00,98,"£10,343.21"
CD06B,"Extraction of Multiple Teeth, 18 years and under",992,1588.00,1575172.00,102,"£10,800.96"
CD07A,"Minor Extraction of Tooth, 19 years and over",162,539.00,87296.00,31,"£34,429.44"
CD07B,"Minor Extraction of Tooth, 18 years and under",70,795.00,55679.00,27,"£1,163.96"
CD08Z,Minor Dental Biopsy,62,658.00,40770.00,8,£539.47
CD09A,"Minor Dental Restoration Procedures, 19 years and over",29,2006.00,58165.00,4,"£12,173.95"
CD09B,"Minor Dental Restoration Procedures, 18 years and under",19,1764.00,33522.00,7,£417.50
CD10A,"Creation of Dental Impression, 19 years and over",2,811.00,1623.00,2,"£3,191.28"
CD11A,"Dental Fitting or Insertion Procedures, 19 years and over",7,6035.00,42246.00,5,"£1,944,737.16"
DZ01Z,Lung Transplant,33,56208.00,1854853.00,6,"£19,701,613.34"
DZ02H,"Complex Thoracic Procedures, 19 years and over, with CC Score 6+","4,163",9782.00,40724181.00,37,"£26,392,450.03"
DZ02J,"Complex Thoracic Procedures, 19 years and over, with CC Score 3-5","3,619",7500.00,27143009.00,42,"£24,233,888.61"
DZ02K,"Complex Thoracic Procedures, 19 years and over, with CC Score 0-2","2,546",6506.00,16565363.00,40,"£1,265,521.28"
DZ02L,"Complex Thoracic Procedures, between 2 and 18 years",196,6638.00,1301006.00,32,"£523,989.50"
DZ02M,"Complex Thoracic Procedures, 1 year and under",65,9017.00,586076.00,15,"£124,276.15"
DZ09J,"Pulmonary Embolus with Interventions, with CC Score 9+",13,6981.00,90752.00,13,"£67,605.97"
DZ09K,"Pulmonary Embolus with Interventions, with CC Score 0-8",18,4441.00,79943.00,16,"£71,726.63"
DZ09L,"Pulmonary Embolus without Interventions, with CC Score 12+",39,3845.00,149936.00,23,"£68,238.35"
DZ09M,"Pulmonary Embolus without Interventions, with CC Score 9-11",62,3621.00,224506.00,37,"£195,433.61"
DZ09N,"Pulmonary Embolus without Interventions, with CC Score 6-8",109,2038.00,222098.00,57,"£255,235.30"
DZ09P,"Pulmonary Embolus without Interventions, with CC Score 3-5",204,1475.00,300825.00,71,"£180,523.56"
DZ09Q,"Pulmonary Embolus without Interventions, with CC Score 0-2",192,557.00,107009.00,48,"£271,779.54"
DZ10H,"Lung Abscess-Empyema with Interventions, with CC Score 9+",31,9256.00,286922.00,20,"£278,428.92"
DZ10J,"Lung Abscess-Empyema with Interventions, with CC Score 5-8",45,4684.00,210778.00,33,"£269,707.61"
DZ10K,"Lung Abscess-Empyema with Interventions, with CC Score 0-4",52,4311.00,224162.00,39,"£44,717.38"
DZ10L,"Lung Abscess-Empyema without Interventions, with CC Score 9+",62,3953.00,245057.00,29,"£87,091.06"
DZ10M,"Lung Abscess-Empyema without Interventions, with CC Score 5-8",49,2131.00,104428.00,29,"£119,072.72"
DZ10N,"Lung Abscess-Empyema without Interventions, with CC Score 0-4",93,1569.00,145947.00,41,"£207,221.16"
DZ11K,"Lobar, Atypical or Viral Pneumonia, with Multiple Interventions, with CC Score 14+",27,13001.00,351015.00,22,"£588,305.34"
DZ11L,"Lobar, Atypical or Viral Pneumonia, with Multiple Interventions, with CC Score 9-13",53,13835.00,733263.00,41,"£462,235.11"
DZ11M,"Lobar, Atypical or Viral Pneumonia, with Multiple Interventions, with CC Score 0-8",42,7888.00,331276.00,34,"£247,089.84"
DZ11N,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 13+",90,7799.00,701893.00,46,"£826,193.31"
DZ11P,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 8-12",142,5793.00,822616.00,71,"£864,955.12"
DZ11Q,"Lobar, Atypical or Viral Pneumonia, with Single Intervention, with CC Score 0-7",185,3372.00,623861.00,74,"£489,635.65"
DZ11R,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 14+",219,4201.00,920106.00,64,"£1,906,135.84"
DZ11S,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 10-13",610,2885.00,1760035.00,113,"£1,781,752.51"
DZ11T,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 7-9",662,2472.00,1636517.00,111,"£1,916,508.78"
DZ11U,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 4-6",674,2299.00,1549743.00,115,"£1,052,483.76"
DZ11V,"Lobar, Atypical or Viral Pneumonia, without Interventions, with CC Score 0-3",564,1488.00,839360.00,95,"£1,175,097.04"
DZ12C,Bronchiectasis with CC Score 8+,301,4359.00,1312124.00,55,"£1,367,442.03"
DZ12D,Bronchiectasis with CC Score 5-7,392,3792.00,1486539.00,63,"£1,627,091.28"
DZ12E,Bronchiectasis with CC Score 2-4,595,2616.00,1556750.00,70,"£442,741.28"
DZ12F,Bronchiectasis with CC Score 0-1,178,2130.00,379134.00,32,"£254,571.38"
DZ14F,"Pulmonary, Pleural or Other Tuberculosis, with Interventions",40,6997.00,279870.00,26,"£137,493.08"
DZ14G,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 7+",56,3476.00,194630.00,20,"£152,203.91"
DZ14H,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 3-6",43,3972.00,170775.00,27,"£167,302.96"
DZ14J,"Pulmonary, Pleural or Other Tuberculosis, without Interventions, with CC Score 0-2",49,2654.00,130049.00,25,"£581,014.90"
DZ15M,Asthma with Interventions,91,5030.00,457752.00,26,"£207,932.99"
DZ15N,"Asthma without Interventions, with CC Score 9+",78,3203.00,249809.00,23,"£381,548.60"
DZ15P,"Asthma without Interventions, with CC Score 6-8",141,3351.00,472547.00,23,"£721,535.36"
DZ15Q,"Asthma without Interventions, with CC Score 3-5",323,2233.00,721287.00,46,"£716,815.49"
DZ15R,"Asthma without Interventions, with CC Score 0-2",493,1225.00,603802.00,66,"£165,251.61"
DZ16H,"Pleural Effusion with Multiple Interventions, with CC Score 11+",61,7366.00,449323.00,36,"£491,868.44"
DZ16J,"Pleural Effusion with Multiple Interventions, with CC Score 6-10",128,3912.00,500694.00,49,"£838,747.81"
DZ16K,"Pleural Effusion with Multiple Interventions, with CC Score 0-5",185,3222.00,596088.00,63,"£160,874.28"
DZ16L,"Pleural Effusion with Single Intervention, with CC Score 11+",75,4727.00,354551.00,49,"£696,168.43"
DZ16M,"Pleural Effusion with Single Intervention, with CC Score 6-10",254,3014.00,765667.00,78,"£1,479,073.33"
DZ16N,"Pleural Effusion with Single Intervention, with CC Score 0-5",356,2543.00,905171.00,91,"£125,815.75"
DZ16P,"Pleural Effusion without Interventions, with CC Score 11+",125,2344.00,292984.00,55,"£440,067.36"
DZ16Q,"Pleural Effusion without Interventions, with CC Score 6-10",385,1484.00,571390.00,93,"£814,260.26"
DZ16R,"Pleural Effusion without Interventions, with CC Score 0-5",761,1034.00,787245.00,102,"£160,727.11"
DZ17L,"Respiratory Neoplasms with Multiple Interventions, with CC Score 10+",40,8678.00,347102.00,29,"£212,076.64"
DZ17M,"Respiratory Neoplasms with Multiple Interventions, with CC Score 6-9",66,4430.00,292396.00,36,"£718,076.59"
DZ17N,"Respiratory Neoplasms with Multiple Interventions, with CC Score 0-5",131,3624.00,474709.00,53,"£316,622.93"
DZ17P,"Respiratory Neoplasms with Single Intervention, with CC Score 10+",93,5767.00,536365.00,48,"£558,111.01"
DZ17Q,"Respiratory Neoplasms with Single Intervention, with CC Score 6-9",167,3254.00,543444.00,69,"£1,542,623.39"
DZ17R,"Respiratory Neoplasms with Single Intervention, with CC Score 0-5",445,2889.00,1285621.00,97,"£211,790.57"
DZ17S,"Respiratory Neoplasms without Interventions, with CC Score 13+",111,4803.00,533134.00,47,"£985,445.47"
DZ17T,"Respiratory Neoplasms without Interventions, with CC Score 8-12",433,2926.00,1266880.00,94,"£2,251,823.23"
DZ17U,"Respiratory Neoplasms without Interventions, with CC Score 4-7","1,009",1995.00,2012478.00,112,"£2,531,750.06"
DZ17V,"Respiratory Neoplasms without Interventions, with CC Score 0-3","1,072",1879.00,2014007.00,99,"£529,772.65"
DZ18D,"Sleep Disorders Affecting Breathing, with Interventions, with CC Score 4+",636,1654.00,1051961.00,24,"£964,756.01"
